,diasourceid,ssobjectid,mag,filter,heliocentricdist,topocentricdist,eclipticbeta
0,-4925953089882847576,5570486952510067468,20.794983,y,1.9510215262074617,1.632703813437564,29.046769236953683
1,8448512082760923918,-3784597498760919020,19.771978,z,1.970226838361839,1.1528267169189248,-20.58867267676367
2,677322318785835866,-7522227908323760301,18.05893,z,1.9520700742415178,1.266391542306995,-19.13641935455362
3,6543132101455997659,4084986426018998735,21.363564,y,1.7947417421877974,1.7024730488011095,-14.705781572643136
4,112834834625220547,2813443158685182375,21.131338,i,1.9542275924321943,1.111493316286278,5.693657646093916
5,-5117874693005775265,3846635782416288615,21.428013,y,1.984294531249926,1.1200190109500952,-9.253438104548955
6,8563803786002198356,7115955564645365335,19.836767,y,1.7830492079158973,0.9860954313302129,-7.9508585741658715
7,1786313638230646681,935394357477699141,18.949184,r,1.8486439230746068,1.2893027178713763,-31.781172552589048
8,5906942175914456174,-7065090309000932030,14.399862,y,1.9227858917581893,1.8208617725343315,-8.478098550124978
9,-8773229408318361411,-275746756458615421,18.564922,y,1.992777451159203,1.0027055807845633,10.828625963403448
10,6986052999207968435,-7328526340761403957,16.598223,y,1.8718674832115643,0.8939065462805563,-17.19405508197427
11,3679315588446701467,-7328526340761403957,16.60141,y,1.8718546471648232,0.8939019829158603,-17.193324065021724
12,7127606989825372611,-3719058376613038191,19.640148,y,1.9482541777978726,0.9599835127906614,-5.799464386279816
13,8147820211279919300,-8718076111998390649,18.799786,i,1.8490065889016516,1.0219136017797872,10.469681234071867
14,8169670658338681802,3025978269724025710,20.557852,y,1.8987325817305138,0.9096461155185991,-5.904822672433928
15,-1125546259995653002,-3719058376613038191,19.636625,y,1.9482739374938929,0.9600310971978819,-5.798552859742318
16,-380961998906992285,-3719058376613038191,19.71659,y,1.9482744874951055,0.9600324267257979,-5.798537014714953
17,472021221567057027,-2367103319268343107,18.114674,y,1.9346404394067276,2.035319786805204,6.246634428745992
18,8170227639848577636,-1808725763324126575,16.142647,y,1.9348181602008787,0.9544606323517703,-16.599756008941856
19,8250266038251247276,-1808725763324126575,16.140797,y,1.9348259409002402,0.9544802406846659,-16.603550662956593
20,-4279853295036903966,-5870451758508518563,19.826777,y,1.8889558130975879,1.747480546466431,23.667086064340328
21,1113614641437022099,7812069799283439773,21.395958,z,1.981551580690143,1.122398246693959,-4.427941429925308
22,-1368100832423209438,7812069799283439773,21.364492,y,1.9815203690403087,1.1224837370397005,-4.427904140739222
23,-6207669104950769353,2813443158685182375,21.18697,z,1.9542337189179346,1.1116164889582276,5.694089054880096
24,7276376617796705314,5445587333480991963,20.755894,y,1.9962850192253894,1.0845680380535514,-4.8515819082749205
25,9029910097353904274,8924623464274461935,20.57126,z,1.9869019661282483,1.1867161634401244,-26.335824939125203
26,-8723537118643485900,4776060345737788695,19.607294,i,1.9642161175656239,1.0518462510609208,9.589951709334178
27,2653172543879404454,-2214445859135911583,20.425434,i,1.9980907041157716,1.1478853028361502,10.257019429130231
28,-5434781586762508026,-2645311660236391820,21.619497,i,1.7948800562193108,0.9664536178725904,-23.83169523278521
29,-8371052125500682133,-1646722486020303983,18.442263,y,1.9461754613887325,1.7946508543506876,3.72990869756976
30,-1539629493962105176,-2159338136993742425,18.601686,y,1.9710533535093273,0.974696816146412,7.117991405201258
31,-1152784889291447136,1205164156390733554,19.634327,y,1.9919664526367649,1.1727921023426116,-26.74268201873402
32,-5839232617787019227,6364384949516634868,21.3508,y,1.8141436597448404,1.6558414953794334,0.5371785334572525
33,8585351129399834161,-8308925236210224246,22.391777,z,1.966636808396076,1.6270567191085412,3.610160313117286
34,-3395388761733374466,-3550159652723987294,18.562433,y,1.898951257749913,0.905851847372532,10.060005263805735
