,diasourceid,ssobjectid,midpointtai,mag,filter,topocentricx,topocentricy
207443,8472319454727749653,-4624420727165236880,60042.21235299012,21.726143,y,-1.3562554925545658,-0.19501800863197374
62557,-3427988324288838895,3582324579004962521,60042.216072241965,18.498356,y,-1.3685421279429055,-0.14953863592482566
91962,-5457192352400806767,-7934188466528758092,60042.13450188421,20.692614,i,-1.8399073577446394,0.468838332435293
238863,4708293712893570139,262932725396579912,60042.13770995654,22.155714,i,-1.2554620577340827,0.1388096972552996
21563,-7359288804287733461,-6319325471239764936,60042.25264728527,21.329008,y,-1.3394831508832337,-0.06998405587149395
74752,-1341641583257472994,1375538778363190385,60042.16400136526,21.080114,z,-1.6736880830173158,0.43160954580882027
91199,-4370521954838011901,6014202196828504929,60042.23418721439,21.222376,y,-1.718872520103913,-0.032374606428537504
233397,-6691330641211297037,-9066514168319519942,60042.127325675996,22.108332,i,-1.0208783523828957,0.5469740100616428
130647,6802977572925303633,-7933553775167194418,60042.20564704387,21.965477,y,-1.7484545316531754,-0.13455920847773148
217543,4320990422832159945,-5199436198359084944,60042.20474974343,22.08946,y,-1.3142810131437896,-0.012883723699594545
52752,-4637619935944847090,389907881577532634,60042.06865388253,20.312511,i,-1.6099366937981856,0.6064523818079429
153028,1037883374077658624,-5048178468076791350,60042.131364365465,19.532711,i,-0.9633391003478535,0.4575051018601405
44682,3961587872743166216,-3485468977541793713,60042.16266098121,21.631037,z,-1.9145723476429315,0.26043213867403087
243423,6820115166003141135,8045078105231299741,60042.21100997597,21.651304,y,-0.9081604607808681,-0.24364815604414378
225826,-4625281434276384452,6916418700232753146,60042.12911174717,22.65324,i,-1.4922888301144372,0.6397588433304703
177942,3622929722614765283,447228595481020021,60042.06587262227,21.27588,i,-1.3210432800728957,0.5114901436937607
235055,7107749547129430543,1985513678054508018,60042.22776168725,21.697948,y,-1.310152514921976,-0.230059349605347
128906,1818696425359547530,-6928505611503266886,60042.14983309064,20.92334,z,-1.7083074478464948,0.5461282255093173
105537,2130931357477324485,-5419838020489450249,60042.16944620057,19.746994,z,-1.633374121349516,0.6361398329433117
191213,-4571775609995021606,7431666001229982186,60042.25398818305,21.511452,y,-1.9813696328491284,-0.26336657508322153
207053,-7786066468161122262,-7115725788257996342,60042.14399738112,22.63894,z,-1.6652458610904783,0.7952854161490137
243978,3234071078109485005,7278833959347835958,60042.16310715886,22.351782,z,-1.0733895698691378,0.1847352003891742
32782,2720398146001348120,4013313566180424980,60042.254884249545,21.525085,y,-1.938916740653766,-0.39656310257792643
75823,-5119256365231380858,1512010005237196121,60042.00188650329,20.23464,i,-0.4933883820204336,1.6273755266746182
49841,-7422508274026202522,-7849789666411222943,60042.099850263236,19.095268,z,-1.5985949464340823,0.663051719627526
63970,3997711384651047260,13775058081144524,60042.12242498858,21.543533,y,-1.7843496488141617,0.7199731157370413
137258,-7541481906395005845,-3392392609467027928,60042.25756127587,21.037437,y,-1.8281657213382405,-0.39512753022612845
39907,-4372071152331766797,7506908711376236019,60042.2446119967,20.966698,y,-1.1898353481205368,-0.188839556357956
178722,-3015319293505800564,3510804015649430579,60042.130456808176,21.63152,i,-1.671556061699494,0.570459416277269
118365,6656200832770080820,-5132274092980061742,60042.23687768129,21.938772,y,-1.4732358383040027,0.06662427514819842
199014,8716193420383660700,-8545946844507689668,60042.27373746569,20.74616,y,-0.9550110296923207,-0.10986172408816525
195906,-4604103293955382446,-5179336127772676489,60042.06222613514,21.567112,i,-0.9827635140510823,0.7359766017364521
179621,-764364956188653406,1149229555872442825,60042.015287180024,21.972607,z,-0.6835987735163807,1.7086789826748467
184874,-4274558666452684187,4710906133221543019,60042.10164332212,21.524061,z,-1.072366631958366,0.2567223026113762
139503,1451238889118046323,4156432209583779152,60042.17704710669,20.083693,y,-1.4921057294836304,0.45565631886675867
16061,8034971781241614207,5653705299186405024,60042.25443755652,21.263493,y,-1.1257637362529136,-0.2031748759582768
118303,4861955527842821088,2891783632990979260,60042.100298238554,22.620703,z,-1.781643666320267,0.672386058379392
153634,1434104618583204791,-7416812461453160949,60042.133156031116,21.130026,i,-1.7000482688057632,0.5530731320358007
14143,944701079253225834,4920155669010474522,60042.240909151966,18.027136,y,-1.199102122696159,-0.22743955031029026
112367,1377420901164570658,-6354035258312082944,60042.23014311146,20.273424,y,-1.7783893150166008,-0.0974016059423843
214614,-8896799211429199654,-3137767105810475432,60042.14041394211,21.557438,i,-1.3825355726093407,0.5843817071832899
229691,-5034412398322881319,-3281839875656734472,60042.16450232698,22.647427,z,-1.6733690841424884,0.18464820218644482
20205,-4093714840010226366,-4968850635977622458,60042.08328822344,19.25952,z,-1.5408643620021099,0.5063882725167138
231966,1928391332890880860,-1055851488722511770,60042.10438159774,22.655407,z,-1.6509483860067695,0.5263420079176573
235485,4338803951452111567,8777515695081047411,60042.12242498858,21.63229,y,-1.2871124123843183,0.46508760969835106
149914,-4541805690295882703,757151740739996153,60041.97941741678,21.373482,r,-1.2433748491889247,0.9849585737354787
129387,-6819282247229453411,163336077312109382,60042.158630164224,21.891468,z,-1.7768903389083957,0.7680758708090556
5800,4089928906856774135,-1504123857560536863,60042.2377739086,21.603456,y,-1.632359012488098,-0.1241046387418962
82134,7974552433664858540,-5635167773975706854,60042.2377739086,19.845224,y,-1.672143695550974,-0.16889662263604147
185139,2113850384323784679,-6034613705932116939,60042.235982495185,20.25628,y,-1.251453232769543,0.0690168774537106
142716,8514602963555051394,-1776246710238256956,60042.02065779375,20.853731,z,-0.8266342978244351,1.5496521683076963
161805,-6609152503758517223,3374916729348085435,60042.13815864183,23.098509,i,-1.7911999454431455,0.346256217109634
158133,2121456808765088785,5772642386098671137,60042.14041394211,22.082321,i,-1.6175177549745163,0.644466297267517
154185,577314525579092071,5197745784363079597,60042.02288741155,20.957825,z,-0.9909775331822627,1.222094921377763
160671,1733186193082918852,-4522741001228649190,60042.19062105307,20.285627,y,-1.3846269014942658,-0.08053551593550147
155655,3690910786721334813,-7442412093466047498,60042.155269796844,22.217476,z,-1.4850139526691364,0.3793579892301863
83168,-1007635455496411581,-6617803542461819076,60042.065423603686,22.093515,i,-1.324664038601687,0.5324744470505121
221243,7704470982181270099,-6513313355034147124,60042.099850263236,22.790028,z,-1.6312299514544908,0.6498307027657682
146653,7199373220757471254,6727391145334663597,60042.09940047104,21.932795,z,-1.7673189312576563,0.6665886998133531
18020,271987063502135575,6118498174221548274,60042.14041394211,19.77634,i,-1.4344766221937262,0.6063918536131306
131157,573972648927971898,-5977151944756471561,60042.17391455232,20.17394,y,-1.178487277751555,0.6154677034748661
20369,1711064176497363329,-2031968186775313236,60042.27106240241,17.46951,y,-1.4307963338983924,-0.32737400922727383
162757,-9065141794882326616,-6845725081763762781,60042.17838939641,21.762674,y,-1.7373786209415125,0.3751820510121872
65089,5042623438508846440,-3516550112610935524,60042.00813291315,22.153816,i,-1.0151650892311757,0.877050104240117
229468,-7956895584242300732,-2901885383145540722,60042.19374964308,21.542479,y,-1.3299323760927328,-0.1738585302445922
59279,-5575395696989976370,8110067784112827783,60042.130456808176,22.85643,i,-1.2332819087285254,0.45988652601190827
4209,556546508725925083,8639627312289758903,60042.24225716688,21.292967,y,-1.7098296763075103,-0.35170144221107347
83769,-249559493808883861,5185185396288265299,60042.27195167514,20.291218,y,-1.8123982702604922,-0.5200065146696127
101537,5806500949465141781,2049164228060879763,60042.118777481046,21.163767,y,-1.686511240002492,0.5943125521229828
229862,6207662086189582655,-7079542285751237995,60042.16132189579,20.886988,z,-1.001249990048022,0.24811353628554172
5724,-6389505606367365158,-6895431182644016904,60042.13726126032,19.912083,i,-1.6462034497984936,0.12692438158587677
229258,7770268093076974671,958073441486869595,60042.1901722492,21.730068,y,-0.7499838767546835,0.003570512282963336
116956,4173454296540007314,-879344862144659644,60042.13360448321,22.314705,i,-1.6791806035564374,0.48381878622134267
106099,-538966066206277634,-7822157236784406698,60042.09850413757,19.868221,z,-1.650389413008467,0.8492143031516761
239419,-575576851386279145,6328330006819882559,60042.12687407785,22.924278,i,-1.4086639574859565,0.6877511351425578
12362,-8480469722928420269,-3060265984054356962,60041.99289984669,22.693863,r,-1.3960219188218737,1.328125451416981
217589,7581503237337142111,6082731252026699142,60042.2508567269,21.505684,y,-1.2462179309329355,-0.20617576128171264
75012,-7353920978329521906,-4499299257128145569,60042.20922222689,21.510948,y,-1.811783186310038,-0.38590728770451566
7171,7329256678815577830,83388662265259006,60042.22416383164,20.705475,y,-1.594442699082595,-0.19613297945457145
220731,874375224173815764,4214376619914681875,60042.216072241965,21.396633,y,-1.219256840348072,-0.14203900815654658
117894,-7218764112031583122,6126102294835011695,60042.13270711241,20.766285,i,-1.2432286209624754,0.4394895026906568
167578,3083076259539702046,-2531328819609042587,60042.11696727367,22.287634,y,-1.7753626585354958,0.6379792082257815
174665,7414146235481113633,833043440274775985,60042.02466787569,21.254446,z,-1.3188009516064463,1.0950844397660648
33193,6708801796688913797,-7739245545780955988,60042.06680384834,23.088652,i,-1.186051780081909,0.3888932139530026
134451,5505476988161518507,3763973635129784828,60042.100298238554,21.11371,z,-1.2453475179523896,0.425418558490863
115076,-6217122266676695224,4293691953039241393,60042.24730884513,20.88438,y,-1.596283281604651,0.008805183051070328
137293,-6015594173246224737,-5482385436039784937,60042.25988569378,20.484646,y,-1.626409666071941,-0.1849963880512606
18428,4342519652783061008,-5515022251604838994,60042.238220648425,19.863518,y,-1.9561162431341201,-0.2104363862442985
171456,-6469488759667976442,2883285422487629292,60042.10074774758,22.708372,z,-1.8538910088669482,0.5729050665767582
97705,-1819907368276841176,7091501338069052470,60042.201078557075,20.999971,y,-1.8663535471391182,-0.18142015775696238
53857,-2519579525916853955,-5870451758508518563,60042.41433238684,19.791445,y,0.7204045525968332,-1.5903086598067446
74843,8322931792632088720,-4521074318968836428,60042.27470718658,20.204727,y,-1.8728375183267276,-0.2514998436141642
197297,3284581654957367791,-8983632488669562351,60042.220126895205,21.421078,y,-1.1300704951917286,0.01028097957827764
206740,-5150888417167491983,-5437361753873836742,60042.14355244488,22.278893,z,-1.6220704672011417,0.879262467726747
116561,7247046857773427084,-2700229935032278205,60042.189722764226,20.958582,y,-1.4292308005177174,0.003903766607496755
12037,-2800128475148364293,1986267609481298839,60042.12242498858,19.22107,y,-1.7820675941736186,0.7046299469896605
111398,-5647673371070762530,-855062221021361616,60042.13726126032,22.020552,i,-1.753177435049242,0.151711596203467
79617,2740871010915888893,8796596076743813948,60042.13951308411,20.662613,i,-1.8920035849801413,0.5590565961711682
169569,-4149534984295737499,-1721173537464009773,60042.26838258454,19.925835,y,-1.3046486369078614,-0.17251612070678238
8811,-5528239880826569457,-6095986841484188148,60042.14264798907,21.530794,z,-1.5478087612515063,0.798142936017375
65622,-5708529879415291818,-7659467685552758336,60042.159529037664,18.524857,z,-1.2151065393759055,0.519946082591955
92420,-2783596221197494355,1872016239734201511,60042.00768876009,21.935944,i,-0.8718956469923381,0.9169678414193912
29107,-769698612497043810,8467811403254796318,60042.01841876423,19.67769,z,-0.6308715040630236,1.6249924904164028
109778,8714772203976420286,7691670198497775062,60042.12821690763,19.844604,i,-1.6378430490244298,0.745369669046339
4997,-8912674434712148602,-1943629825295588078,60042.22731322761,16.901287,y,-1.70585432791523,-0.34954977798399806
75671,-3510553986922971968,-5205365596761719965,60042.25935437502,21.441643,y,-1.897020103457803,-0.4054922674603892
121793,7840671578310993721,1814129037799237915,60042.19553658428,21.218082,y,-1.2479206986602904,-0.3857927693145431
67860,-4341945194908931774,-2252754912317091424,60042.14713431151,20.857786,z,-1.5636771985317186,0.6684471080546142
5316,6142366258254441047,1993142185252501508,60042.188291836166,21.528637,y,-1.6964481417265866,0.9535969028948882
6234,-5007116108814884616,994387267299347711,60042.24225716688,19.066103,y,-1.6989463125378002,-0.32630523031975583
41664,6379899810396737298,-2847193735661953283,60042.22416383164,20.74936,y,-1.3848273213421856,-0.17879412558339358
133495,-5139655691110035980,4314200696503574693,60042.02968700946,22.177864,z,-1.31584552415926,0.8651778419895984
63473,-3141867495755279693,3848471908438353436,60042.15296652403,21.74888,z,-1.3631524157301733,0.3422714648975179
15102,-2898004751317441817,8476967537887898367,60042.09357023573,18.295904,z,-1.6146679299982962,1.035200256512687
146223,4462965310660187700,-1440065772136299497,60042.14713431151,21.315388,z,-1.3599061356725584,0.5613975420392658
70152,-7930675054947790647,6596090923403462276,60042.22326440404,21.062819,y,-1.5206352526240845,-0.21821318782077553
122547,735419743204501095,-3237744041174670662,60042.2128004149,20.271332,y,-1.448104489036186,-0.31349444591796166
106972,309758925613671761,5556000941261542397,60042.193301993786,21.860054,y,-1.2549623218504091,-0.13100922617256863
70559,4975796776249340156,1121766969323246543,60042.221023524246,20.670616,y,-1.8942753857153258,0.015418832156730549
197041,-2726634406797164411,-6794089602009790582,60042.156630108984,21.188795,z,-1.3659301793065928,0.5399104451324321
239690,-7903845128261114054,4716456250718185181,60042.20654226075,21.52501,y,-1.0736009090056071,-0.06602028505102911
61289,-8080556581220844732,-2756840887730892272,60042.24180349734,19.704643,y,-1.9453585670871434,-0.14973311883751583
24324,-5668035237248266380,3911629078875019276,60042.213271489134,20.713423,y,-1.5474176654709753,-0.1888640882027147
104399,4146271142968038233,7860464539724711996,60042.09357023573,22.22555,z,-1.6579037986386638,1.0330171313908425
22520,2512300156231093290,6069459532274730712,60042.17928172158,21.280313,y,-1.6186621289285077,0.3307648075485842
227887,969084250031255007,-6201699507082818610,60042.257113705964,21.449015,y,-1.1666664578186525,-0.3044976135540926
218696,-156728984826188852,4881308824590040871,60042.10666294745,22.337152,z,-1.7147120726886078,0.7900789533415015
157782,-5032412583868651392,-8642076954354668201,60042.09940047104,22.048717,z,-1.808821025433909,0.744664571548384
108509,4737182571042807630,2885886343357540117,60042.10074774758,19.083696,z,-0.8896920567273752,0.26462274928519086
35827,3963526426088470811,-4650204467238224472,60042.19151555616,20.818352,y,-1.9656313039768707,-0.04241439382604472
195164,2673492240256642361,2131738943608995205,60042.20922222689,21.169052,y,-0.9635494345451081,-0.22280642045408056
145764,-5472094131505594134,-6598032128871376516,60042.14041394211,23.015018,i,-1.2675859943351044,0.5091646932951793
184567,-3645115446927209001,4766054999432965893,60042.159975261326,22.789762,z,-1.6887302470658287,0.5728879251433006
160155,1817386224273848885,8267965200225564590,60041.997413398545,21.778429,i,-0.6502949579676185,1.286803587587809
134104,-1083421474298074900,-1614969308451640597,60042.20877680042,20.383701,y,-0.987978257638377,-0.1600286661904768
108271,9197022609104948788,2172390540291057039,60042.22461085828,17.963938,y,-1.1945771622160588,-0.17801727259166014
77813,-9185426518930330014,954406434712824786,60042.14623400245,21.438953,z,-1.7905224063692802,0.5377645790080112
31317,-4008025594045011568,-7972900181745305390,60042.23687768129,17.68878,y,-0.9166649650295324,0.04397493962773377
190416,5110897974755734981,-7280744259414789393,60042.02689928769,21.391073,z,-0.9051646157776803,1.1848924791310156
104395,-1938435249193492908,-131292922972432270,60042.12104629984,19.410923,y,-1.2201108128672504,0.3163991652795771
148272,5449830663159012920,-3406858766265432350,60042.197776666544,18.367748,y,-1.1650531235923565,-0.2002558356585163
11586,5324476578275114540,-4300579766714332773,60042.21652603666,17.89811,y,-1.564378318739642,-0.11056342147193854
198042,8464013134432600494,-763721111885666199,60042.31412424054,22.126286,z,-0.5045402801024049,-0.7419736612917711
214620,97055859540044146,4105734391192817655,60042.26659594733,21.474907,y,-1.6646457702761115,-0.16182759813572614
93536,8299951558891187626,333768934263051770,60042.27418799613,19.582327,y,-1.5171855287918343,-0.28712025303871613
240294,-5429558970052793052,-6961059847508172796,60042.13770995654,22.948,i,-1.9545501375282381,0.27019231950042444
173212,-1964816421852007969,-9137960157353193514,60042.204300646736,22.075788,y,-1.607957693478576,0.07436279008147585
241794,1300544558108695124,-191415102725196536,60042.0319530127,22.673214,z,-0.9293571684315477,0.637829096822643
184210,4811595919876763410,-7557550825425695075,60042.2377739086,21.686258,y,-1.4310024474301033,-0.08204344244929525
127668,2463321199443505139,-4244129193803984148,60042.16810458545,21.803698,z,-1.8120091558964213,0.6518619626188409
202976,-4258801812347150822,5108910809079645422,60042.202935972244,21.757088,y,-1.3359613650002118,-0.07172372118217529
1268,-594517934954210285,-7420975045424607224,60042.22731322761,17.524874,y,-1.8216254764936863,-0.3990873326108201
97695,-1042089565181959942,6309170357158395620,60042.210116497154,21.518728,y,-1.5736052494322856,-0.3798551025827604
236990,-7258306301792469192,7390522634966084880,60042.197776666544,21.354654,y,-1.3361352081621507,-0.2191389862307678
38212,6982679428511818457,168607579721260013,60042.20877680042,21.583035,y,-1.4963341572503153,-0.2030849105779732
119128,2506833146599829353,-8755578485120095344,60042.15073127316,21.74588,z,-1.5269823511200584,0.36971916856095227
81711,-2277974451389326006,-7094305930776258388,60042.213271489134,20.864845,y,-1.9393833854062685,-0.15887750929772837
197644,-7056838801045277270,6087115584086130030,60042.17480808233,21.06987,y,-1.3020817328418741,0.5629242059099746
17256,2303125054935564948,1249005655615848543,60042.14399738112,20.43746,z,-1.6331177532274197,0.8382478425012764
42142,-7296804907949837855,-7816745939584902197,60042.210116497154,20.50922,y,-1.6990039229825507,-0.409828991854399
162199,2500647444518288447,1493960656688505038,60042.22326440404,21.479553,y,-1.659377982187308,-0.2417056973036548
220516,6120577937698162569,-2384301067017944256,60042.06770338914,21.543709,i,-1.1674897479848974,0.5285228059126786
237529,-4447236107956851145,-6402835679696597054,60042.02645434206,22.341946,z,-0.945499715213788,1.071390195486002
160667,6260298063837686778,5704900273636686934,60042.23911924015,20.793638,y,-1.6661270241112984,-0.19798468204005926
94280,545333607740925308,8872510925858200379,60042.101194347175,21.127977,z,-1.3666935599770669,0.36754453700266493
37178,-1715378133089478465,-874507100635788489,60042.20609457153,20.769373,y,-1.7091960792352745,0.037048123800078575
239034,5866684863059607604,-272323098970377306,60042.25622345322,21.63614,y,-0.8146758475536346,-0.20692357295309308
86821,-2222680660769253201,9170137061414678684,60042.21235299012,18.911497,y,-1.8902366078617967,-0.268888790075489
160865,-1790650176324607551,1306648490707775009,60042.2150985475,21.694948,y,-1.8606320131656404,-0.3370958518215766
110618,-241072831106753056,-7562759290134121027,60042.21461789633,21.007904,y,-1.8625562584568467,-0.14007792190825974
199077,-7316779426829686480,1771686101975888934,60042.12777123403,22.368998,i,-1.3292966896397618,0.7071199179279896
151241,-7550251113027227492,7600797177680038063,60042.15117677013,22.622288,z,-1.9210608228581254,0.318229865130127
79654,-5403977482557219526,5513508617455447465,60042.231046131616,20.621342,y,-1.4890022967937337,0.00638462164227003
56048,-4444930434124184656,8587541791019037429,60042.02243856212,21.45062,z,-0.9798986781162288,1.1590085460681179
44552,5676814803974358545,-4265566308664015607,60042.2128004149,20.48426,y,-1.3903978332621416,-0.2608694002063148
191673,-1714556399371077902,-7362748286333803054,60042.20203603089,21.79478,y,-0.9983779407869902,-0.09426502051852334
210744,3683063498970317528,-7624244920433711990,60041.997413398545,21.90783,i,-0.6378655598750986,1.376099760252197
140950,-5753046405794133400,-8741248735486201565,60042.06635610473,22.585344,i,-1.8622456512693166,0.5353337750358436
144730,-2946520487776840943,-7567918266263066416,60042.0125881814,21.767658,z,-1.1491492932960847,1.4523984455361636
241791,1053155750214295390,-23240655366059929,60042.21100997597,21.819284,y,-1.0669206514599947,-0.24311168021456875
158138,-2602965561240878721,-3232374956078240165,60042.20698970309,21.934748,y,-1.6153821055956328,-0.1571394612321175
187345,1455334886417515310,9193117432161783379,60042.07871461979,21.17331,z,-1.362732261989866,1.0387588542079202
66626,85093097412424401,6774787553749218458,60042.14086558167,21.043112,i,-1.6971105372399167,0.844463091330026
214993,-8939695696321521348,-1095803926729813838,60042.09940047104,22.708092,z,-1.1766675295327549,0.4453794317749174
199113,-6755695624628973488,-8322744126319355466,60042.06267613673,22.372614,i,-1.5022318568349025,1.1090751238834238
200319,1641055561556316115,6441764029600562172,60042.12777123403,21.807907,i,-1.2360070720266785,0.6616622848130441
197074,-1748088374562856952,-1806913075150470147,60042.22821044444,19.7267,y,-0.974846282400747,-0.13367408118409196
1122,-3268340045195843990,-7138560498547120832,60042.225955171656,20.685919,y,-1.3449286914936636,-0.2668483743079118
217522,8100867328994301401,6460504341686237425,60042.13628956722,22.554852,i,-1.1124817861421157,0.24423319238537347
146498,6069711444056116010,-2780954154300097545,60042.177943414485,21.444118,y,-1.8896920279020903,0.42416070053369326
107208,-637421746924656810,7146742434219211050,60042.20698970309,21.072445,y,-1.6277229738965755,-0.10786463712284508
59352,8345535107750404527,7305853076364601406,60042.240462001966,21.907614,y,-1.7561135905633785,-0.340728643819904
143831,6175980797518084088,-6891872660594019069,60042.27106240241,20.503294,y,-1.8307730497755044,-0.46231626747270316
27131,-5471461312308461106,-3137364379967034232,60042.005015868315,19.646929,i,-0.8401572312089811,1.4140858568785424
67995,-4571503760766075655,-1761740257775028764,60042.101194347175,22.544622,z,-1.0698764774359846,0.3549426783461243
92075,-3108433209777585764,-4467151518415316490,60042.2508567269,21.384045,y,-1.914220642139208,-0.22595927287699852
107114,3935022522835257530,-1177824911893374441,60042.148042483495,20.546495,z,-1.2676571362292801,0.5432994739904076
184479,-8330384172027536162,202189836511545890,60042.24951634736,21.73593,y,-1.6317672634880371,-0.019945230764436505
153479,9172098919853970511,8219764999447070571,60042.135843422395,21.891693,i,-1.3754759782938608,0.2799740116259144
186817,-8906634479119857971,-6459157675961224645,60042.10438159774,21.80869,z,-1.5776149115005358,0.44730060100559416
86569,7958397805586087970,5062728344055853141,60042.15908246949,20.785713,z,-1.6852198001730627,0.7134160125324427
170188,4452569740547269877,821198673697246398,60042.09805421415,20.764357,z,-1.3043987701025526,0.6246751788717324
121286,5297563056164017286,-7941173186742079293,60042.09491603423,20.839825,z,-1.2286278249119216,0.7457847362993634
204805,-1069647852235277409,5981528602881356732,60042.159529037664,22.610165,z,-1.0817960000473794,0.4217017443371588
26384,-906166472093583782,-3881399532312044201,60042.26749066342,21.217493,y,-1.6496409153557774,-0.15973692018305644
103178,-8462821435140580769,-5570884642465135048,60041.991979223814,20.604986,r,-1.5382444680565768,1.1500463532095386
235115,5546814042402802011,-6967583262016940437,60042.20203603089,21.56131,y,-0.9150442246358174,-0.07946279070473894
193190,3082104359390895414,5224964838405409477,60042.27783768368,21.189173,y,-1.5827524444660226,-0.08932385242836266
174907,-2733305722378046120,5935156581245788094,60042.18247751378,22.088305,y,-1.7811046798167365,0.40066748612327063
63739,-3293196453557096114,-5409909823954554343,60042.12642224366,19.759504,i,-1.6539814850180434,0.8871190299846374
6486,-2230921496570524022,1667937943946421996,60042.015287180024,19.525166,z,-0.52635435422825,1.5172527698476534
124075,8068874009783953286,2440256296366371703,60042.25443755652,20.68928,y,-1.4187554185614895,-0.27073159005360825
86147,-2359891681772511485,9101716583935472656,60042.22371208771,19.908945,y,-1.609007613453464,-0.26016029216260883
203114,5747225381617505609,-694375479469661852,60042.100298238554,21.592588,z,-1.1021500570523413,0.397631541843855
202931,-7627161707074727736,6471914276655434363,60042.10209039483,22.339027,z,-1.610608809742367,0.441519194979966
66651,4466229265562962364,3355382452966262910,60042.1453371629,21.85382,z,-1.6320424377772809,0.7013573638393816
89241,-3069734947557839183,-4730299326971644996,60042.013496769745,19.940529,z,-0.6622487131790704,1.3553812311236078
81047,-4808719297460540309,-8745254813095523097,60042.25264728527,20.240183,y,-1.7903634169124265,-0.08477147035779846
92915,-6665425398618052691,-4190753551056061833,60041.9864421478,22.763613,r,-0.891121032083141,1.6873231301483604
233228,-6022222810559940968,-8478091752846315855,60042.19240942175,21.850595,y,-1.454251833991769,-0.1989788890149845
98138,-1475750856253671351,5757944941452641690,60042.202935972244,20.153585,y,-1.4345119782765872,-0.0733890863523312
228743,-1001162590350918089,8850625571932862525,60042.1950899179,21.857603,y,-1.5810556997294836,-0.35194552609052515
186151,-5554410098934447123,4514593552396156177,60042.16450232698,21.128992,z,-1.826255396590393,0.22767866089573074
20099,-6036683220211736911,752081237365825939,60042.14983309064,22.083088,z,-1.5815782438006036,0.4793012476494549
109728,6204690401110390948,-3123357764014252064,60042.1901722492,20.540634,y,-1.3704225820848068,-0.006733234330204112
48937,-7948897452686559539,-2598750054416856175,60042.085617764526,21.14068,z,-1.7608713121930681,0.7325625994917034
203905,8212549586642175763,-1783132617103025272,60042.15296652403,22.539463,z,-1.661605037110121,0.4502633102631849
244554,7805889552375057731,7067543034786041617,60042.19240942175,21.938593,y,-1.1290640843179145,-0.12035503626595327
149748,-6118069159630897724,-83135533922757358,60042.10483229926,21.005632,z,-1.6041840348324936,0.4301192106260424
31180,4730272686530489560,-2825105578450603655,60042.01618030413,20.563599,z,-0.5292118077143046,1.6851555534377978
67490,-4402697840591903460,1178799333200641320,60042.06770338914,20.62737,i,-1.4610090419972916,0.6261849868669448
182500,6081275687327915794,8727775416757505772,60042.143099639005,21.834936,z,-1.7184847033401058,0.7879345084667969
22653,185909865861126858,-331519722206628420,60042.175259257776,20.954733,y,-1.7391718791645905,0.7652280794659985
124767,-7148334053875144335,3938787025663036751,60042.15773685948,21.852322,z,-1.6522600144613402,0.8874562910691955
213340,4615765939665789580,7476459957072203015,60042.116070106065,21.793121,y,-1.6877986096910624,0.6581051678220314
242350,4424703412760615727,-8971798923707035607,60042.2769469712,21.718178,y,-1.0908552953525776,0.03570009991489114
99127,4443403489716748288,6347546316982161568,60042.19553658428,22.02416,y,-1.4138377730980276,-0.39501393546710806
230221,5728697442294116691,3480699188578222029,60042.27195167514,21.68235,y,-1.1340793419059574,-0.32468128502589244
73816,195933676925019662,5792490796174596105,60042.16765700512,21.547592,z,-1.5886398603631542,0.4742093163081108
78515,-5718851669112098705,-8611122518862434300,60042.264363160146,19.002972,y,-1.017426092551273,-0.021384961193662892
49848,5841938042997331648,5154934232628887092,60042.14444249539,19.285131,z,-1.6246350622414025,0.7551741430585648
47855,-7449394525658142374,5384794121226650047,60042.25175175226,20.963793,y,-1.8124084831412377,-0.20324935448965858
137483,-2925349434152145255,-3933834970376136960,60042.22731322761,21.221088,y,-1.9320956990331721,-0.3461063476486863
39693,-1587849899558918816,-8939898907672717305,60042.20203603089,16.114485,y,-1.6647321919111977,-0.15082246857684214
174035,6430399036967837190,1400421444083894312,60042.25354030414,21.402811,y,-1.5520167729008008,-0.24432615712155353
22093,7111003901968146500,2181621704797965222,60042.254884249545,19.53254,y,-1.5473902354074964,-0.2962985473073654
189460,-9122751284625788240,8521415106713212570,60042.15162242801,22.572603,z,-1.7336066413512756,0.23001483268137307
59156,6865348854229293532,-7956724549202266832,60042.160871747044,22.698088,z,-1.6911492074042231,0.45010915326540907
130012,4224967133133410028,2778076785320255491,60042.219221377796,22.040188,y,-1.6065942199204544,-0.025560401755842403
215091,9196796496933229779,2775899101327080517,60042.086572228414,22.776207,z,-1.1165520107035225,0.5690215349504262
200801,7397417851755349807,6412539554315890353,60042.1892727168,21.006197,y,-1.1967484173619731,0.03771122893418914
85588,5581678786672773759,7853052977513124647,60042.19062105307,20.600624,y,-1.7248109149322723,-0.10841674614185079
168187,-5551049145674583618,1246505178728188703,60042.13726126032,22.834206,i,-1.3617025240024108,0.11725773621073807
140056,-417364219483473687,-419237729146058474,60042.25354030414,21.583548,y,-1.922052090981731,-0.25716066592404546
67099,-577048449263208012,-4170088407909980638,60042.188291836166,21.96736,y,-1.0613919260542568,0.5947876591441952
104149,2682925137283614334,-3217158954091630215,60042.159975261326,20.680826,z,-1.6601530838882916,0.5825569406717674
159545,-7790920104214525468,-741443976355449522,60042.158630164224,22.450478,z,-1.2511694087373817,0.5550473571321668
194453,2954595236240629741,-7593458171543897821,60042.197327458314,22.13188,y,-1.859913169076786,-0.27035289211684965
122583,-3089281505121963260,1632722357593835515,60042.06267613673,21.560783,i,-1.4755396049735359,1.0157649711343408
