,diasourceid,ssobjectid,midpointtai,mag,filter,heliocentricx,heliocentricy
6675,4847408907291219918,9163850642286706513,60042.17615119001,20.34893,y,-1.8366236832576313,0.018884892548238136
6676,6562394468232302302,-1284764437552550096,60042.09760597871,19.454191,z,-1.851290319338969,0.2050589901672212
6677,3793990389371334398,7489628013010527271,60042.240909151966,20.077677,y,-1.890919338117975,-0.4545824508958942
6678,-8216023310601410747,8895290414234441618,60042.034834398,22.548899,z,-1.8712815503470088,0.3106370620319705
6679,-6367855979302276532,4389470128868086339,60042.09357023573,21.503147,z,-1.9060698746782239,0.2840958593051053
6680,8396178375150435086,7513013478405125066,60042.00054264341,21.682909,i,-1.3750923757923077,1.2784756906018697
6681,2844944715250450145,5942100361390476083,60042.22191909741,19.922256,y,-1.91877290599036,-0.24872706910768186
6682,6062982164534100145,-790277520076914695,60042.36967407433,20.619339,y,-0.6265848807216899,-0.9528526974315691
6683,-6530747907357285693,-8271310371287060126,60042.2692788693,20.785614,y,-1.9383704467446872,-0.46537986643652823
6684,6179431026689316900,-8718175737340819855,60042.17928172158,21.201336,y,-1.9361586602130358,-0.11066542658378392
6685,5430257575975627628,6311450806401833667,60042.34892164769,21.49853,y,-0.6513146025841207,-1.3188571721983413
6686,-6305699429100991182,6311450806401833667,60042.36382527043,21.386217,y,-0.6511551591490473,-1.3189610736556983
6687,-5825327544911461909,-6538360236396629432,60042.2128004149,19.100834,y,-1.824140313959784,-0.4498811664875017
6688,2284077256501529868,7489628013010527271,60042.25443755652,20.11833,y,-1.8908781913157744,-0.4547443854826365
6689,8913938880420300972,6186328402342058314,60042.19062105307,19.564018,y,-1.8870016565387149,-0.32864827356760884
6690,7245408693424405205,-2903800313640763737,60042.386144324184,21.611965,y,-0.27586524885892505,-1.7238688890544116
6691,-3520126212754594817,8813662138188494694,60042.18382126373,20.279913,y,-1.8653914249117862,-0.02535324625621069
6692,3182448857521572459,-7280347901962798815,60042.12777123403,21.707993,i,-1.8961814554349434,0.18457392148845583
6693,7633946329128793266,-7280347901962798815,60042.14399738112,21.731749,z,-1.8961979033404293,0.1843695714568405
6694,1887650523582854815,2256983295843257896,60041.97754445693,21.926619,r,-1.7250932446096376,0.47488658974247444
6695,1169075311788416202,4400803394928565424,60041.99785917083,22.524235,i,-1.5200130814982982,0.9743455812144751
6696,6594174515407481446,-7785130396177835218,60042.25890225056,19.296295,y,-1.8916936208722803,-0.40048278007016735
6697,7707979158273219020,-7785130396177835218,60042.27373746569,19.268192,y,-1.8916500232637905,-0.4006488582847046
6698,-7183877225695901428,416341357770913671,60042.13905530764,21.195461,i,-1.9733614553201335,-0.04271489821676125
6699,2246782760886098571,416341357770913671,60042.155269796844,21.239172,z,-1.9733766408673137,-0.042910570146032605
6700,-8201869597793890261,7741696401028497130,60042.021549152065,21.238852,z,-1.6145522801078107,0.7199116340628238
6701,-1603464800194455050,6512046861959744813,60042.20203603089,19.070309,y,-1.8263650961294104,-0.35116605938552564
6702,8455632005468153522,6512046861959744813,60042.217007533196,19.094986,y,-1.8262934506026456,-0.3513475902189932
6703,4026605067445957367,-8443934340299320475,60042.2286584035,21.383947,y,-1.788310488270724,-0.4380230721887112
6704,-400344902075000660,-8443934340299320475,60042.24360156452,21.217182,y,-1.788234399114586,-0.43818836110309806
6705,-4612999405817590494,-790277520076914695,60042.35475215749,20.554544,y,-0.6268040522845877,-0.9527999830276032
6706,-7197823341093365160,-3277161115299375833,60042.20609457153,21.377949,y,-1.9209319494363741,-0.291621971425967
6707,-5585182551751088391,-2827533706413991576,60042.39027927793,21.5232,y,0.14656696774086228,-1.8441113015291217
6708,1719467318499867050,-4921018467045980906,60042.15617744882,22.633259,z,-1.880920495450488,-0.007860234711651246
6709,-2049000898573230279,-200775727213265012,60042.17838939641,21.712992,y,-1.9580611930547278,-0.08698792236498394
6710,4334750474069475080,5806595524379492202,60042.38524498919,21.04545,y,-0.19715694962762859,-1.7453330610857656
6711,-3109645276333363740,1039599815308519835,60042.38569485688,21.156961,y,-0.24279658668159423,-1.7224930349696714
6712,-127052501343404069,4289212547426518681,60042.02878111254,20.873545,z,-1.8291611983149942,0.36749866442305734
6713,5078822092733968488,4289212547426518681,60042.04577048872,20.800907,y,-1.8292081150839412,0.3673370872735908
6714,-7336213980250451470,3806826048955966409,60042.30081913238,22.677639,z,-1.4040987731351418,-0.6939303780669512
6715,-5521593314396888119,8183280524534172935,60042.40936119819,22.140524,y,-0.7145676917330619,-1.826766445064887
6716,-3680147034708051727,-1970919272208888439,60042.21967011852,20.155668,y,-1.828305259411321,-0.34816698526343065
6717,1961430153250411611,-1970919272208888439,60042.234634978566,20.247074,y,-1.8282676956000297,-0.3483528566058843
6718,-7725479516585785598,6877017252505295249,60042.213271489134,21.963202,y,-1.899333665523271,-0.38634918074908875
6719,4080410303895790268,317083836253866476,60042.3150716545,19.743948,z,-1.0855493938855996,-0.6447123922031534
6720,8838366726730699058,3180011871818998192,60042.03848958183,21.212473,z,-1.8409109249246915,0.6210500751238116
6721,2349178556712267038,3253569616117202308,60042.13450188421,21.837666,i,-1.8431629005716164,-0.07735730868194747
6722,6677456653599677280,7512945758968217315,60042.13225829059,21.85891,i,-1.932274211028694,0.08841027146522254
6723,5785691804120304639,7512945758968217315,60042.148487087834,21.741978,z,-1.9322909643443695,0.08819795709174882
6724,-2135841976778604287,23423814876104067,60042.39346115824,21.246891,y,-0.04469354213536459,-1.9299338929651604
6725,1186224232325011040,1130689243926467558,60042.255778551415,18.537884,y,-1.8357271953157577,-0.5090690781517414
6726,-4171722728197953022,4900307479091868600,60042.394354307835,21.734592,y,-0.029864405174889978,-1.842028627559498
6727,582532809142913996,1892343167110847913,60042.20966958916,21.318281,y,-1.9210353523826855,-0.5256788855529524
6728,7045125957970541247,-9030207646315124086,60042.08189599283,20.137463,z,-1.8761469250783778,0.10120187761045382
6729,7850008991539280573,6716664315517645171,60042.15296652403,20.997276,z,-1.923618002187783,-0.042214913138388384
6730,4002616614296215747,-6724553749999727620,60042.014391863064,22.315073,z,-1.5447372032409692,1.0531842071176696
6731,7911661101745204905,4414741773410290143,60042.160871747044,22.479605,z,-1.9881651620329361,0.017807557923764677
6732,1281634637877113503,4610227025928116372,60042.00813291315,20.79125,i,-1.8354679063087949,0.499500315499918
6733,9101985970471064979,4610227025928116372,60042.024222464264,20.809689,z,-1.8355406678526707,0.4993119833231731
6734,3491648308827784472,-2301284427512751883,60041.993831841464,22.754576,r,-1.8115174443520585,0.7106070014579497
6735,6379176428688559189,7489628013010527271,60042.2692788693,20.132092,y,-1.8908330354368685,-0.4549220317058758
6736,8838657891481602545,6667971862071925094,60042.03575934273,20.64139,z,-1.7885977324367939,0.23318157505618461
6737,6220813810734740182,-432344693951461008,60042.00768876009,21.52218,i,-1.8329027819127979,0.5936992158129175
6738,-8493683216740972995,3440429934630792844,60042.06865388253,21.020027,i,-1.8993994804519923,0.04641032485435814
6739,3812645783807518644,-3030527576891370405,60042.34528716043,21.023846,y,-0.8918086201772717,-1.0333431345543138
6740,-4158725982793216714,-3030527576891370405,60042.360178577226,20.789507,y,-0.8916419032251968,-1.0334735980928775
6741,8747408285825937999,-5047047738743873923,60042.40936119819,21.978888,y,-0.7285986228752867,-1.7431100890749818
6742,-3383562372441085468,-1284764437552550096,60042.11382892666,19.452902,y,-1.8513294484204192,0.20485144057534804
6743,-7504939556803882043,4904393612859634530,60042.198704470946,19.462875,y,-1.8474903864197252,-0.345461271300388
6744,-1749727296094626011,4904393612859634530,60042.213720257874,19.458534,y,-1.8474269073683938,-0.345630343813744
6745,6316155358714282226,6186328402342058314,60042.20564704387,19.584204,y,-1.8869675625231461,-0.32882806303512696
6746,5687077710268593743,-4369201768207152523,60041.9832306773,21.66981,r,-1.7682278454073337,0.7464674188374397
6747,-7987400362557258720,4389470128868086339,60042.06362571109,21.448862,i,-1.9061252702902325,0.2843785270598886
6748,7576246688462100025,-7187603652975418821,60042.000991194385,21.476553,i,-1.2945612676027427,1.0126764091587965
6749,4469154954756357033,8961516299174653520,60042.13770995654,22.917408,i,-1.9205685480379884,-0.1616254903241865
6750,5359899703999288937,5311898205775219810,60042.41705236971,21.707872,y,0.25727129512611935,-1.789983604255113
6751,-5842790568314328242,-6538360236396629432,60042.22731322761,19.072653,y,-1.8240960942087059,-0.4500550747875144
6752,-866068139745663915,-6538360236396629432,60042.24225716688,19.071938,y,-1.8240505432481522,-0.4502341449465889
6753,1717337572031656177,1892343167110847913,60042.255778551415,21.335447,y,-1.9208984913722535,-0.5262743306426881
6754,-5594934567332310234,1892343167110847913,60042.270618214745,21.15428,y,-1.9208544116726263,-0.5264659591516463
6755,-5108249936036904471,-8999368757828169723,60042.03014323163,21.311943,z,-1.9286606495181915,0.38745619492365113
6756,7925630279492166720,7513013478405125066,60042.016627606274,21.67064,z,-1.3752663776470155,1.2783652844762754
6757,5784874870263205717,-479445553982153159,60042.00768876009,21.123297,i,-1.8220821323796117,0.5882754490419707
6758,-2016003650352729731,-4821717462516413885,60042.14983309064,19.835894,z,-1.8252336758218846,-0.02876755654568673
6759,217108805857034590,-1970919272208888439,60042.24996314224,20.128,y,-1.828229200853859,-0.34854323672106646
6760,8331429776414067665,-1970919272208888439,60042.26480910851,20.223034,y,-1.828191898762266,-0.3487276242864436
6761,-3428022211205361249,-432344693951461008,60042.02377794082,21.518175,z,-1.8329939070753398,0.5935305809788645
6762,-3349067581568864772,-1060712951450972651,60042.10483229926,22.208622,z,-1.9561946057112618,-0.03966105412248352
6763,6589563201686317183,7503208354484740653,60042.15207256504,21.997671,z,-1.8867025493409302,-0.10109386973461536
6764,-3081095917656453861,8540658603119892828,60042.16495673121,19.20029,z,-1.9027826819070797,-0.1580614533328752
6765,-4000767101021738213,8540658603119892828,60042.181121816066,19.196852,y,-1.9027619609450686,-0.1582789234509054
6766,-8207922640682433893,-3384808945585462072,60042.074221303126,20.43938,i,-1.9405694322871074,0.267054375687591
6767,-3442680266364397714,-3384808945585462072,60042.090693420716,20.53164,z,-1.9405819710039116,0.2668618680879222
6768,8253196840628777751,-3007208088759188088,60042.19464260849,18.729382,y,-1.8469021573907312,-0.4971085240255583
6769,-408824576809462427,-3007208088759188088,60042.20966958916,18.720118,y,-1.846830095814758,-0.4972935616521065
6770,-1692549970908811526,2673318500373665744,60041.99696853905,22.49293,i,-1.6124476985599931,0.8870260933409271
6771,6624193023393231266,2673318500373665744,60042.01305180142,21.994705,z,-1.612554414342529,0.8868340156783013
6772,1169626799162816091,-379029268577247687,60042.007244063534,21.435968,i,-1.7429213004153434,0.5923758121763988
6773,7658089450919916270,227813666676581229,60042.222365933165,20.44738,y,-1.8326945953279998,-0.2706123837926547
6774,5771028971094486087,227813666676581229,60042.23732389833,20.54429,y,-1.8326474368512398,-0.2707930680497055
6775,7583371948779131885,8793600349174249378,60042.19151555616,20.965693,y,-1.9381309741772224,-0.3118233240410712
6776,-1084603333774850879,-2209245874105470781,60042.40936119819,21.62504,y,-0.743773229591314,-1.7054990199515485
6777,6896305320245709133,-463488489924795226,60042.16765700512,21.06128,z,-1.967723604932682,0.0001247450420335505
6778,9141558187177895351,-2867767154472239544,60042.10164332212,21.342424,z,-1.954432369110892,-0.0459971335623267
6779,1104725074904551171,-2867767154472239544,60042.11786133293,21.510607,y,-1.9544142070066148,-0.04618850428420326
6780,1137085791073803884,-1831042412206682247,60042.41752158828,21.380852,y,0.3302849424556962,-1.8892849628680004
6781,3510614569689037040,-463488489924795226,60042.18382126373,21.083136,y,-1.967688648686296,-6.19217368201283e-05
6782,-8012318277807892034,-2867767154472239544,60042.16176850602,21.369913,z,-1.95436493473246,-0.04670660149118673
6783,-5630757998155425735,-2867767154472239544,60042.177943414485,21.418034,y,-1.9543467458911439,-0.046897461732901755
6784,-6113959289501418787,1513037063903074398,60042.069106458766,20.139925,i,-1.953239969991865,0.136647503087671
6785,7090243108559064071,-8919051596996954473,60042.29990670714,21.397593,z,-1.4670744057333236,-0.6635271725543089
6786,-8352548135887151574,3253569616117202308,60042.15073127316,22.00749,z,-1.8432157491143126,-0.0775632993522117
6787,-7719391084762350813,855115561543248145,60042.007244063534,20.912224,i,-1.736519820142548,0.5918442118197992
6788,-1247387690446972353,855115561543248145,60042.023332111676,20.930367,z,-1.736589059540795,0.5916414097584877
6789,-5102991841859354645,4721117895745636919,60042.07144386236,22.194616,i,-1.8187006889707968,0.2846279091269007
6790,9051604768903951464,3869391923019609005,60042.002332970544,21.568764,i,-1.4538047304032498,1.0501962925411161
6791,-2335037633307071571,3869391923019609005,60042.01841876423,21.629923,z,-1.4539557274420876,1.0500566498996966
6792,37752122288698128,-428598632454128259,60042.20922222689,21.969534,y,-1.900687885173561,-0.46471197336845926
6793,-7236768483083426107,-428598632454128259,60042.22505887784,21.797207,y,-1.9006530392043455,-0.4648962006795204
6794,-3809851186397836805,3567036863922684326,60042.16450232698,20.656374,z,-1.8166991491109934,-0.1835144086996485
6795,-9103598241149637871,-8343660150164438512,60042.03287049469,22.749567,z,-1.858976859354591,0.27465841171204797
6796,7792297708401091380,1834022397435750459,60042.00590611077,22.376907,i,-1.6529866983243786,0.6838148999373805
6797,-1403528841318445192,-421757309142745809,60042.28096374448,19.921553,i,-1.4474399634122717,-0.6591732466973496
6798,417975694202933178,-421757309142745809,60042.29764006476,19.959091,z,-1.4473060254242773,-0.6593443639133263
6799,1912264257551973841,3837223341917206676,60042.27239877877,21.295736,y,-1.8774009396570053,-0.4859514062176585
6800,3445150093959747433,993107205104012260,60042.389829185086,21.80416,y,0.05642482620498398,-1.9246193417901216
6801,-4436729652640093022,8793600349174249378,60042.25220132783,21.007067,y,-1.9378237413010486,-0.31244553156917526
6802,4232190215443892070,8793600349174249378,60042.26704528393,20.829199,y,-1.9377485489503758,-0.31259771891472865
6803,-3964676678396258336,824673833941150094,60042.11741277716,19.989063,y,-1.8845737619586578,-0.011582756709520964
6804,-207351169722533946,-1126445490285517322,60042.13360448321,20.20873,i,-1.911379936787246,0.0041753310538502906
6805,-5101231459728074428,-1126445490285517322,60042.14983309064,20.283276,z,-1.9114098855045907,0.004022339929361895
6806,-8273376065062487341,-2731960116564449955,60042.10074774758,22.747293,z,-1.9823934546235227,0.04649477146043843
6807,-4887596635991367848,3054224627646980244,60042.13860713552,22.975288,i,-1.9869021812105625,-0.023914739914352372
6808,7079491215577824396,3884218203961513409,60042.03104311857,22.788916,z,-1.8708748958282257,0.27339183629938857
6809,-807266903834423943,-8144392295006282555,60042.19960341634,21.985434,y,-1.9288025956449242,-0.3445671555956655
6810,-6601477600855371742,3186267667752063095,60041.97896938321,22.429068,r,-1.7126543035223076,0.33439736899326583
6811,-950277529389221814,-2024720706226952846,60041.99336366018,20.7996,r,-1.6569453882707903,0.40607855751212113
6812,3038964747177370069,4414741773410290143,60042.13951308411,22.58146,i,-1.9882246238123436,0.018093545336650408
6813,-469583344861345921,4414741773410290143,60042.15572747323,22.625835,z,-1.9881794866303613,0.01787643855039227
6814,7782088415635482335,4867384878118403526,60042.07377205162,21.145535,i,-1.9001509097702607,0.20209203870243464
6815,6924141204010400566,3054224627646980244,60042.10164332212,22.870146,z,-1.9869974933546566,-0.02347125142820611
6816,-785660359354721900,1510452359878273403,60042.15207256504,22.720272,z,-1.9945491836834306,-0.06143234259388976
6817,-5030757909761813765,444552152423649388,60041.99830783145,21.586018,i,-1.5264367256998193,1.0968707294952549
6818,-5209680073233289095,6431416777051363207,60042.002332970544,20.736738,i,-1.4533920928749078,1.1139354666770853
6819,5439995286173306301,824673833941150094,60042.101194347175,20.040022,z,-1.8845928595376151,-0.011387160656491885
6820,7876595920542161830,-6200284635212086949,60042.025563298266,22.225483,z,-1.803961511917169,0.5287501543288883
6821,-2754813362417237099,2835438453474215043,60042.16221456931,20.287374,z,-1.9912529909521435,-0.0758675034057326
6822,6283669920571346527,-1060712951450972651,60042.16400136526,22.220507,z,-1.9562018557797807,-0.040423026331296956
6823,-687939480633158718,-1060712951450972651,60042.18017538333,22.013052,y,-1.9562037911242058,-0.040631312390740665
6824,-4137439382768512236,-4255031451349853654,60042.19151555616,18.808813,y,-1.809890613495425,-0.30281559853881174
6825,6137643356490742383,64602002834862885,60042.24315285339,21.85737,y,-1.9241798487585913,-0.3850380832196366
6826,6026286836799603341,-4618046728843243226,60042.266150379415,19.154797,y,-1.857581576569887,-0.3597276448768991
6827,846474878426181102,8998981718693990257,60042.03435172518,21.249886,z,-1.742314334645157,0.3087587112400605
6828,8626002407059879951,-8999368757828169723,60042.047140267234,21.205107,y,-1.9286856190507342,0.38723355992747277
6829,-8235912844412773518,-4255031451349853654,60042.20654226075,18.832384,y,-1.8098389445497225,-0.3030075490986089
6830,-5597284349739825265,-7200847218586508147,60042.13770995654,19.699574,i,-1.9770442449658752,-0.12860605505344552
6831,3209523784358144717,6431416777051363207,60042.01841876423,20.711576,z,-1.4535275607063152,1.1137787193453625
6832,5048474539684566052,64602002834862885,60042.19915293832,21.917515,y,-1.9242980875786027,-0.3845476956163908
6833,-6260348846402705583,-5867059185411411633,60042.0027815668,21.918993,i,-1.4357279196799972,1.0349774876929452
6834,4282525869351261840,8793600349174249378,60042.20654226075,20.971226,y,-1.938054924479984,-0.3119773961118888
6835,-1456304933224941656,-4168959788376109652,60041.99785917083,22.457975,i,-1.5066049535054387,1.0508678016364437
6836,-8306279016854216161,-4168959788376109652,60042.01394352091,22.24054,z,-1.5067298352572236,1.0507148159479691
6837,-7416544739465815666,6938069159916741581,60042.116070106065,19.703087,y,-1.9448211079794104,0.1309155917153651
6838,-7250436597998494410,-379029268577247687,60042.023332111676,21.312529,z,-1.7430081995119495,0.5921872263972366
6839,4271974157721206306,7503304985231347406,60042.130456808176,22.725079,i,-1.9053834319237457,0.08541707371145121
6840,3329231894365802349,-3015052131410691426,60041.99920257071,21.868895,i,-1.469985350821863,1.136422114400473
6841,8674871394145368152,-1008167807988741451,60042.005461498746,20.890146,i,-1.5705582669222238,0.6953024601415421
6842,6579573576217028745,3548443759731824372,60042.12821690763,21.293129,i,-1.9735273669998425,0.20113758283812253
6843,1252591311349490555,-3015052131410691426,60042.015287180024,21.864832,z,-1.470121570478922,1.1362786724699545
6844,-2661207903045081698,-5431293597473573648,60042.386144324184,21.290035,y,-0.33590705120211345,-1.6699894083152584
6845,-7439961370027944117,4867384878118403526,60042.09024493702,21.222153,z,-1.9001506301971247,0.2019463573696552
6846,-7260618507773940535,4867384878118403526,60042.107566378574,21.20745,z,-1.900150313564742,0.20179316927055904
6847,-7523585409701549912,4867384878118403526,60042.123773559775,21.26371,y,-1.9001499962674733,0.20164983329635547
6848,-3719524479968491682,-8919051596996954473,60042.28323205333,21.327812,i,-1.4671860234864271,-0.6633761237209352
6849,-6635748549848390091,1513037063903074398,60042.085617764526,20.203539,z,-1.9532101086884601,0.13644458641410764
6850,28357083023047283,4721117895745636919,60042.087965196246,22.240196,z,-1.8186873911280097,0.28445905331390375
6851,8962266910716825839,2429408256774940267,60042.0041225021,21.936014,i,-1.5512233669301847,0.914643649174827
6852,6761947396457948371,2429408256774940267,60042.0202094027,22.0527,z,-1.551347182376654,0.9144803373786944
6853,5444559627826289512,3705973051832423857,60041.99785917083,21.05269,i,-1.4906397408353447,0.954535240644991
6854,7557445399561090528,3705973051832423857,60042.01394352091,21.045336,z,-1.4907350461212927,0.9543544924318871
6855,3784269811771560494,-4096998097888415763,60042.10621212795,20.5085,z,-1.909664714694333,0.08680069393166616
6856,-4435650001823658407,64602002834862885,60042.22821044444,21.912994,y,-1.9242200186762584,-0.3848715503734409
6857,-4166407851976611612,6571482947568443740,60042.00991589787,21.492826,i,-1.834426611030916,0.6653630529187491
6858,-9073714744568892177,2487797915881479332,60042.16310715886,21.35026,z,-1.8827957776819904,-0.11467892764152729
6859,-2552134781181287288,2487797915881479332,60042.17928172158,21.420002,y,-1.8827466540300957,-0.11487653210238682
6860,-6498443543371806641,-9110826577417764503,60042.04804031546,21.519548,y,-1.9127055765339633,0.29655325530366883
6861,-8663611120628112187,8373033055145796386,60042.13628956722,20.95976,i,-1.979036425306548,0.001084696136367417
6862,-1823126360459479443,2258106115221029700,60042.19464260849,21.88687,y,-1.8949944360568147,-0.49181140892168906
6863,6095680984423459822,824673833941150094,60042.17704710669,20.003115,y,-1.8845033533306152,-0.012301951901151777
6864,-2920081413670031689,-6200284635212086949,60042.00947148273,21.990202,i,-1.8038679393566022,0.5289433078499901
6865,-971827526070437822,-3010353753138873831,60042.27828328379,20.730875,y,-1.9178493786244748,-0.34806680913285043
6866,-7051109062613135119,2796011493211654514,60042.13270711241,20.758839,i,-1.8675301953417291,0.051420908062241824
6867,-7946579528508936012,2796011493211654514,60042.14893621672,20.756374,z,-1.8675120145462016,0.051215658889438326
6868,295885512010460295,-870213366877017071,60042.13815864183,20.581457,i,-1.9480128515258563,-0.07848414294268272
6869,303517993371995547,-870213366877017071,60042.15437447996,20.586313,z,-1.948040439934771,-0.07863313351429752
6870,5570911258144177627,5012324078299048661,60041.9832306773,21.66909,r,-1.7691158902996693,0.8074970963850261
6871,-2510231549087539369,3121343116508426014,60042.13860713552,22.58166,i,-1.9879546558801005,-0.023276902312496725
6872,5613222595729730028,3121343116508426014,60042.154822460696,22.192657,z,-1.98792221547551,-0.023459754195223347
6873,-6101355950154295128,6233733783452878922,60042.22550772144,20.798306,y,-1.9208113115037522,-0.4634613915478654
6874,-996298393805286612,6233733783452878922,60042.240462001966,20.645094,y,-1.9207669545964217,-0.4636270710241377
6875,7193240039168630611,-7200847218586508147,60042.16266098121,19.763975,z,-1.9769710659524309,-0.12890157393477747
6876,8372649685535006454,-7200847218586508147,60042.17883550558,19.763372,y,-1.9769236026320403,-0.1290931426609003
6877,-3715017938102617090,1831512666783851893,60042.01036104086,20.773287,i,-1.7938565243665272,0.6971777369441157
6878,5127308977335793061,3304721393277059298,60042.10345580206,22.580008,z,-1.8756523053806116,0.144754212062818
6879,-5115015492558779612,-4185640798597207918,60042.013496769745,22.256054,z,-1.5587874078503543,0.985335202912675
6880,-6536368980524941248,-4660726003782866345,60042.353403306704,21.452038,y,-0.4870529464077169,-1.0886610209300531
6881,-7304461005210864421,-4660726003782866345,60042.36832035946,21.527637,y,-0.4868535405712016,-1.0886971185520526
6882,3773305581453336653,-2291333129820166998,60042.39578938002,22.030228,y,-0.45896865176496304,-1.7976750194234903
6883,7509445156325028558,-4185640798597207918,60041.997413398545,22.364573,i,-1.5586490591661164,0.9854936559831899
6884,434393364091359319,2835438453474215043,60042.17838939641,20.279827,y,-1.9912278437253146,-0.0760468041786714
6885,-6227101620337778484,5580132343882807097,60042.03059483055,22.791906,z,-1.7116410148402288,0.2000019668681849
6886,-3543761467146471737,-4953083957773745595,60042.004571197554,21.219515,i,-1.5503275432421555,0.9694079514594856
6887,6960843612434210026,2258106115221029700,60042.20966958916,21.67956,y,-1.8949486851383104,-0.4919834678275859
6888,-6923862975771469401,-5244634784871359047,60042.1133790207,19.973063,y,-1.7815797516534335,0.19029739238089097
6889,5840498754312069389,-4349111413778334098,60041.991490906745,23.08044,r,-1.864874622403219,0.5997704223758256
6890,3519345133910260050,-2731960116564449955,60042.16042533601,22.73398,z,-1.982333036982556,0.04582197652947762
6891,3079602530360232936,824673833941150094,60042.160871747044,19.976486,z,-1.8845224803252358,-0.012106875878238912
6892,-4500996078819921172,8998981718693990257,60042.051381317186,21.247368,y,-1.7423989689740154,0.3085381313932528
6893,8219538211008941322,1831512666783851893,60042.02645434206,20.9021,z,-1.7939595342078958,0.6969994660892148
6894,8390377552723366521,-733445264924808866,60042.00367647902,21.355917,i,-1.5066869857690348,1.01572583818243
6895,-7402661317262565135,-733445264924808866,60042.01976248474,21.508642,z,-1.5068158369956663,1.0155664527284083
6896,6373198788603314215,3121343116508426014,60042.10164332212,22.364935,z,-1.9880285324920315,-0.02286007945005522
6897,-4327347109400430623,-5087745544265120184,60042.38714307667,21.085947,y,-0.41137748797372264,-1.732783958456328
6898,-6201104882530538571,-4255031451349853654,60042.25220132783,18.791185,y,-1.809681828075394,-0.3035907762203007
6899,1667542080787954191,-4255031451349853654,60042.26704528393,18.794098,y,-1.8096307102975704,-0.3037803793167077
6900,-1141665722560699917,2391935924266233539,60042.159529037664,21.98825,z,-1.9706268106601157,0.1068000093492406
6901,3734144703819236164,2391935924266233539,60042.175705328584,21.72815,y,-1.9706473387217802,0.10661112247142604
6902,5002057406525155056,-4727235478496437838,60041.99875642323,22.325926,i,-1.5436044596428373,1.1810802115445056
6903,2040851873861155714,6233733783452878922,60042.26972499613,20.599508,y,-1.9206801082430294,-0.4639512661910172
6904,-1481980842242655002,-5794237552361222017,60042.13673845406,22.721806,i,-1.9139655746504536,-0.011634628330682904
6905,-4822353894056474596,-5794237552361222017,60042.15296652403,22.596146,z,-1.914000874199776,-0.01185016998354926
6906,8646599991716897715,-8504784346166850130,60042.16899935868,22.110847,z,-1.9684756246122734,0.07407973437382862
6907,-8060562938231706650,1961322423121596566,60042.02689928769,20.861858,z,-1.7649912287727965,0.7805818478507766
6908,6153811949957324924,6571482947568443740,60042.02600807138,21.37921,z,-1.834494146482077,0.6651921537330692
6909,-3665378477038710104,3121343116508426014,60042.11786133293,22.195305,y,-1.987996131390994,-0.023042962194477337
6910,-2500361586812108018,7907659603587988496,60042.02466787569,22.215202,z,-1.8490425174399767,0.49860711054189644
6911,-3146309429578028241,-452447645404420430,60042.216072241965,20.151491,y,-1.892823847680603,-0.33756600478634696
6912,-8924717463214303139,-452447645404420430,60042.22922378866,20.127544,y,-1.8927970848306719,-0.337719940279003
6913,-4002961856806042524,-688243560502911733,60042.21416804598,21.29167,y,-1.8685974702124402,-0.3712771666944021
6914,-5975437208882458635,8448534091021623770,60042.004571197554,21.04455,i,-1.524684270339888,0.9345579372716178
6915,-795747740951828108,-5167488835923124663,60042.20061269341,19.042097,y,-1.781457790758544,-0.3647576311082375
6916,-6883922058890623798,1431451603341957189,60042.28323205333,20.956234,i,-1.4946307539781822,-0.6951869494331493
6917,-2416888768284921657,3548443759731824372,60042.14444249539,21.455952,z,-1.9735782404798614,0.20095373283129012
6918,-5575639531489941388,4666661409928780488,60042.41206071097,21.40476,y,-0.6488363009144432,-1.7908448649245738
6919,-1269962898268064912,5672403537761486520,60042.2377739086,21.770521,y,-1.9044701771859651,-0.3249916095142446
6920,-4729056248320637710,-230644245699874077,60042.10438159774,20.089165,z,-1.9514486571590635,0.04163428960520579
6921,3212089655097640237,-9110826577417764503,60042.08978881799,21.668367,z,-1.912716583438687,0.2960234116008663
6922,7793522866437633537,5058047671999397774,60042.37739336527,20.306646,y,-0.7783259778205633,-1.2515147069181343
6923,-2524513183034678396,-9043563576858335250,60042.10575854614,21.316004,z,-1.8753162336054336,0.027169012748388132
6924,7017072948047738128,413975076195013307,60042.36967407433,21.223038,y,-0.4725001678328806,-1.16411565614597
6925,6849932408329484120,3852138007255569712,60042.27195167514,20.312296,y,-1.891573981099148,-0.4954411295316815
6926,2559755603987492136,-3514058259145052684,60041.99965110765,22.6887,i,-1.4493585309678476,1.1950432910021125
6927,1882250094789089673,4928294749640425112,60042.06267613673,22.160612,i,-1.8854151356941797,0.4309225512072241
6928,-248540862336085955,-4256543446300275504,60042.207436101286,19.245485,y,-1.8270781253236665,-0.36315070059348453
6929,-2356585996756839218,-7697740376680357494,60042.127325675996,20.50361,i,-1.8856348643724745,0.28713762124977926
6930,7034688394266838908,1431451603341957189,60042.29990670714,21.010145,z,-1.4944875284616628,-0.6953397616818794
6931,5913375100514062792,-1723422372937134471,60042.013496769745,21.605425,z,-1.5321197344485522,0.9821583275154967
6932,-1835014705856712785,-3367797288152331987,60042.20061269341,21.504744,y,-1.805404342747866,-0.3652864668733848
